plus_station,minus_station,plus_lat,plus_lon,minus_lat,minus_lon,distance_km,polarity_difference_mm,combined_strength_mm,minimum_strength_mm,plus_strong_10_days,minus_strong_10_days,pair_score,judgment
201238,960573,36.590548244,137.21336352,36.649561272,137.03190698,17.473223680492453,52.13855,52.13855,22.77445,116,169,9,A_境界重点
940051,960567,37.397678191,138.57441296,37.348538493,138.51638415,7.493371804295924,51.964150000000004,51.964150000000004,17.6247,10,11,9,A_境界重点
93093,93092,34.715251301,138.05354374,34.738308217,138.22560516,15.932097573270674,50.285700000000006,50.285700000000006,22.5862,39,53,9,A_境界重点
021009,021010,34.29292668,136.00264664,34.241964786,135.85479521,14.72096753465913,49.4731,49.4731,24.030099999999997,48,78,9,A_境界重点
07S066,950171,38.986178085,141.66985945,39.02375763,141.73991304,7.355460047004251,49.1948,49.1948,20.904999999999998,24,18,9,A_境界重点
201238,020970,36.590548244,137.21336352,36.472799203,137.23923259,13.295545182975442,47.394149999999996,47.394149999999996,22.77445,116,30,9,A_境界重点
052007,16P217,27.067533449,142.19502213,27.094043154,142.19453964,2.948131724121179,44.3928,44.3928,19.9926,49,22,9,A_境界重点
051141,021056,33.103913131,132.96168705,33.193139352,132.97213129,9.969035889420336,44.3621,44.3621,20.460299999999997,25,16,9,A_境界重点
960721,960722,31.552217898,130.63736138,31.49614881,130.69940896,8.570780965036548,43.2128,43.2128,20.322000000000003,19,11,9,A_境界重点
940044,970802,36.697026546,138.9062763,36.778060657,138.94483059,9.643323907056878,42.18875,42.18875,20.42035,18,15,9,A_境界重点
960570,950245,36.950871327,137.89388197,37.04517338,137.87385764,10.635629899171636,41.7628,41.7628,20.6703,52,84,9,A_境界重点
970812,950294,35.359729762,136.47030974,35.227904467,136.59344848,18.432657361988035,103.43305000000001,103.43305000000001,18.245150000000002,86,12,8,A_境界重点
020982,950265,36.856687002,138.62426299,36.801708556,138.43617681,17.82161574864942,86.967,86.967,36.7277,171,4,8,A_境界重点
950196,020932,38.594029422,139.83179925,38.701159451,139.67455581,18.12118873383999,85.4635,85.4635,18.5534,190,53,8,A_境界重点
020981,93070,35.467691704,138.60687233,35.496588964,138.81404113,19.031445839975188,77.84209999999999,77.84209999999999,35.84785,71,6,8,A_境界重点
950261,940056,35.534408154,135.90764489,35.602559625,136.10581288,19.460098087575965,74.75789999999999,74.75789999999999,27.7144,184,11,8,A_境界重点
970817,970818,35.066972596,138.20998586,35.044883195,138.08168709,11.933680223321694,72.3719,72.3719,17.5363,20,14,8,A_境界重点
970817,000842,35.066972596,138.20998586,34.954346403,138.24990148,13.040406643884898,70.70545,70.70545,15.86985,20,18,8,A_境界重点
940058,960618,36.135992168,137.34791627,36.285641703,137.36302679,16.69540100262842,70.1001,70.1001,24.345,78,19,8,A_境界重点
950493,960728,30.381718289,130.63838091,30.236349566,130.55455269,18.05660163939677,67.2644,67.2644,25.1074,40,26,8,A_境界重点
960572,950250,36.73695784,137.36952428,36.578704964,137.43990454,18.683299781724475,65.623,65.623,23.602700000000002,14,109,8,A_境界重点
970796,940029,39.126989742,140.98850073,39.110604694,141.20397037,18.677508973504683,65.5108,65.5108,25.554299999999998,71,19,8,A_境界重点
93049,93062,34.916114575,138.92482495,34.878474673,139.12436491,18.67308275378867,65.48275000000001,65.48275000000001,27.448500000000003,14,176,8,A_境界重点
021089,960719,31.743778192,130.73568141,31.624094351,130.6518961,15.490692808253511,64.3146,64.3146,29.9739,68,10,8,A_境界重点
091174,960540,40.575174313,140.29500755,40.624336125,140.47854109,16.431256510426955,63.6811,63.6811,20.6704,23,162,8,A_境界重点
950238,960571,37.662293003,139.05914053,37.752061618,139.07393045,10.066253563994584,62.91374999999999,62.91374999999999,20.67505,181,9,8,A_境界重点
020937,940040,37.669285308,139.9726925,37.643693321,139.79153276,16.199690699160698,62.8953,62.8953,21.0713,15,11,8,A_境界重点
091177,020874,43.333421975,142.94661205,43.366470394,143.18704862,19.78550572495194,62.27565,62.27565,22.1297,31,20,8,A_境界重点
960572,02P207,36.73695784,137.36952428,36.762173625,137.2245845,13.214424483363898,61.6653,61.6653,23.602700000000002,14,6,8,A_境界重点
081167,950341,35.535624406,134.49150229,35.436745621,134.58249942,13.73924202057831,61.444050000000004,61.444050000000004,18.3128,186,21,8,A_境界重点
020987,960615,35.878418084,138.09571186,35.726292762,137.98389374,19.693304175889654,59.17635,59.17635,24.42315,17,30,8,A_境界重点
950489,960719,31.617371944,130.83607286,31.624094351,130.6518961,17.455086329300766,58.147400000000005,58.147400000000005,28.1735,12,10,8,A_境界重点
07S065,950171,39.157856078,141.83520857,39.02375763,141.73991304,17.028794099564266,57.8414,57.8414,28.2898,84,18,8,A_境界重点
151213,021042,34.053208257,134.05000565,33.934564006,134.21116408,19.86928495527684,56.53725,56.53725,20.64845,21,122,8,A_境界重点
950172,950171,38.902836698,141.57265593,39.02375763,141.73991304,19.74610385205301,56.1226,56.1226,27.8328,82,18,8,A_境界重点
020938,960560,37.591086076,140.57168542,37.620726453,140.37293345,17.815887729928658,55.77085000000001,55.77085000000001,19.68225,31,84,8,A_境界重点
221248,93062,35.007072958,139.08060093,34.878474673,139.12436491,14.845455820389928,54.879149999999996,54.879149999999996,16.8449,10,176,8,A_境界重点
020852,020851,44.743240468,142.03871694,44.916064093,142.0217831,19.263453170245707,54.0214,54.0214,22.1118,18,30,8,A_境界重点
010844,091175,40.834397844,140.81054882,40.921146293,140.9902364,17.9241464812762,52.0245,52.0245,25.1759,34,29,8,A_境界重点
950199,970803,38.197537923,140.07760832,38.288975297,140.19995432,14.749134082749821,51.89585,51.89585,17.43645,88,11,8,A_境界重点
960559,950202,37.615950342,140.20568418,37.566945074,140.07270971,12.921401558707377,51.79089999999999,51.79089999999999,15.4926,60,10,8,A_境界重点
950367,970824,34.038163963,135.96373909,34.179951819,136.09699164,19.976855676883016,51.7003,51.7003,20.7229,146,23,8,A_境界重点
950273,960609,36.121109027,137.98301746,36.22836878,137.87175669,15.555705599105858,50.8776,50.8776,20.1722,17,58,8,A_境界重点
020976,950282,35.901413306,136.65774559,35.866940269,136.86318656,18.901060147920457,50.714600000000004,50.714600000000004,25.1039,113,19,8,A_境界重点
020935,950198,37.920580697,139.87943748,37.963602323,140.09356031,19.37664575647798,50.6537,50.6537,21.4221,104,22,8,A_境界重点
93093,960625,34.715251301,138.05354374,34.634540153,138.15903903,13.176174423351062,49.991200000000006,49.991200000000006,22.5862,39,25,8,A_境界重点
960686,021064,33.697402842,131.01653523,33.564732749,130.99543,14.88108521119087,49.791650000000004,49.791650000000004,22.4948,124,17,8,A_境界重点
99R004,940046,36.460098024,137.96385944,36.499766223,137.85113039,11.001807087186279,48.61905,48.61905,23.5918,11,23,8,A_境界重点
051141,031124,33.103913131,132.96168705,33.060120902,132.82207853,13.888811295385558,48.3335,48.3335,20.460299999999997,25,84,8,A_境界重点
950279,020970,36.335509901,137.14717949,36.472799203,137.23923259,17.34695248789456,47.685249999999996,47.685249999999996,23.065549999999998,51,30,8,A_境界重点
950273,960608,36.121109027,137.98301746,36.239029447,137.98455704,13.112880539055533,47.00005,47.00005,20.1722,17,21,8,A_境界重点
02S043,950295,34.876715807,138.01692895,35.031517708,137.98041834,17.531848113854164,46.0961,46.0961,21.7064,89,33,8,A_境界重点
960529,950147,41.976682345,140.71544096,42.042963472,140.80554569,10.475694422197751,45.78645,45.78645,20.123900000000003,26,37,8,A_境界重点
950269,03S046,36.346014224,138.63780498,36.379950241,138.47795214,14.802707348838354,45.224250000000005,45.224250000000005,21.7098,12,36,8,A_境界重点
021020,940074,35.309724344,132.90269932,35.433873447,133.05865968,19.76197508777897,45.14605,45.14605,21.285349999999998,151,112,8,A_境界重点
010844,02P103,40.834397844,140.81054882,40.89748675,140.85921686,8.121650297585346,44.0497,44.0497,17.2011,34,21,8,A_境界重点
020979,950263,35.904932612,138.44422079,35.855978705,138.3164013,12.73758275111586,43.7024,43.7024,20.423099999999998,19,12,8,A_境界重点
950233,960565,38.063276988,138.47169986,38.023684728,138.36989991,9.942514355150614,43.2252,43.2252,21.0987,23,9,8,A_境界重点
93085,960620,34.77607503,138.78606249,34.855033177,138.77652401,8.822821065207913,43.0816,43.0816,20.299,3,21,8,A_境界重点
99R004,99R006,36.460098024,137.96385944,36.459134552,138.05243668,7.922310778661584,43.00515,43.00515,19.41335,11,20,8,A_境界重点
93093,960622,34.715251301,138.05354374,34.679922668,138.09828998,5.6715270273969685,42.7025,42.7025,20.1163,39,7,8,A_境界重点
02S043,141209,34.876715807,138.01692895,34.943710795,138.08701182,9.81498839880913,42.645700000000005,42.645700000000005,18.256,89,18,8,A_境界重点
940062,960639,35.094726483,136.15823571,35.085722614,136.04120301,10.695184118999162,41.751,41.751,18.6586,50,48,8,A_境界重点
051141,081172,33.103913131,132.96168705,33.081764421,133.10615089,13.68140709406906,41.599849999999996,41.599849999999996,20.460299999999997,25,22,8,A_境界重点
231252,02P122,32.431935139,131.62719961,32.428620282,131.6696035,3.996785512388489,39.8672,39.8672,17.1067,14,6,8,A_境界重点
93051,960594,34.784420325,139.38139384,34.761545429,139.43401782,5.438072527426871,38.90815,38.90815,15.465399999999999,14,14,8,A_境界重点
07S066,02P205,38.986178085,141.66985945,39.019750449,141.7533201,8.120818832093681,38.5736,38.5736,17.668599999999998,24,14,8,A_境界重点
950421,191228,33.877515988,134.05819687,33.869573115,133.97860223,7.401205540482788,38.157399999999996,38.157399999999996,17.0136,23,26,8,A_境界重点
071162,02P105,38.51119102,139.53385018,38.563333064,139.54599019,5.893295315677039,37.748599999999996,37.748599999999996,14.836799999999998,30,20,8,A_境界重点
031111,221247,33.799082034,135.87108955,33.81560892,135.78210712,8.424267955605535,37.284000000000006,37.284000000000006,17.066300000000002,13,13,8,A_境界重点
041130,950374,33.747604757,135.58993511,33.785488481,135.50839753,8.634414703772851,37.0557,37.0557,16.061,23,17,8,A_境界重点
93051,960595,34.784420325,139.38139384,34.737614727,139.35858538,5.6061176475604775,32.001099999999994,32.001099999999994,15.465399999999999,14,15,8,A_境界重点
960677,950397,34.383398907,133.78067889,34.438568191,133.79673721,6.308942420963382,30.1997,30.1997,12.8584,12,13,8,A_境界重点
020894,950150,41.466153966,141.09447333,41.455291521,140.88051225,17.870358898135326,84.94375,84.94375,15.0512,85,14,7,B_境界候補
950384,021021,35.392613626,132.74321984,35.233077616,132.66901447,18.974396404182055,83.24425,83.24425,16.2571,13,24,7,B_境界候補
970817,93074,35.066972596,138.20998586,35.200978613,138.2535164,15.417627176809619,73.80235,73.80235,18.96675,20,75,7,B_境界候補
970817,141209,35.066972596,138.20998586,34.943710795,138.08701182,17.700458973887965,73.0916,73.0916,18.256,20,18,7,B_境界候補
960772,021067,32.945584656,129.9896912,33.073384923,129.86295617,18.482391683074656,71.58165,71.58165,17.94075,14,28,7,B_境界候補
960578,950255,36.370067623,136.60534158,36.394454954,136.38895026,19.56034498405163,68.32645,68.32645,20.88225,187,7,7,B_境界候補
960529,960528,41.976682345,140.71544096,42.123139316,140.66687212,16.771775193687077,64.78425,64.78425,20.123900000000003,26,7,7,B_境界候補
950193,020929,39.051886579,140.62962838,39.05436725,140.4473721,15.740201516154524,62.40725,62.40725,19.61835,191,21,7,B_境界候補
95105,93062,35.040628419,139.17103599,34.878474673,139.12436491,18.525510858148994,62.1358,62.1358,24.10155,7,176,7,B_境界候補
960607,93070,35.511868032,139.02578033,35.496588964,138.81404113,19.241938124082836,60.858200000000004,60.858200000000004,25.010350000000003,20,6,7,B_境界候補
201238,02P207,36.590548244,137.21336352,36.762173625,137.2245845,19.110090200367363,60.83705,60.83705,22.77445,116,6,7,B_境界候補
022005,020872,43.52864168,141.84482067,43.504213564,141.61677033,18.588592242478587,58.9619,58.9619,17.1417,12,93,7,B_境界候補
960697,960694,32.660648463,130.2907218,32.793012118,130.33596545,15.314580892294448,58.74065,58.74065,18.60755,12,38,7,B_境界候補
950420,021042,33.878930953,134.38910627,33.934564006,134.21116408,17.54807870524366,58.3136,58.3136,22.424799999999998,9,122,7,B_境界候補
950387,021023,35.019771713,132.72051045,34.856744885,132.68516428,18.4118577687242,58.244,58.244,20.7156,96,8,7,B_境界候補
031114,950422,33.932796775,134.51002862,33.830240985,134.66779542,18.497364491326252,57.213699999999996,57.213699999999996,22.0965,49,7,7,B_境界候補
020975,950259,36.109732159,136.04895471,35.945003504,135.98976975,19.07457665254764,57.08075,57.08075,20.446649999999998,190,3,7,B_境界候補
93046,93062,35.014826671,138.99792839,34.878474673,139.12436491,19.04413437592514,56.91575,56.91575,18.8815,27,176,7,B_境界候補
021083,950477,32.527929762,131.36470697,32.684831438,131.32761744,17.789213825144543,56.77420000000001,56.77420000000001,19.0072,49,23,7,B_境界候補
960638,950317,35.420355581,136.2647509,35.557330113,136.19795069,16.387718196796104,56.67875,56.67875,16.4812,14,24,7,B_境界候補
020850,970779,44.990502923,142.29225993,45.126772964,142.35184179,15.85878498790738,53.4586,53.4586,18.0366,59,20,7,B_境界候補
071153,021042,33.774573513,134.11417011,33.934564006,134.21116408,19.917584025510592,53.4369,53.4369,17.548099999999998,13,122,7,B_境界候補
950367,111188,34.038163963,135.96373909,34.081810241,135.753219,19.991084491822463,53.205600000000004,53.205600000000004,22.2282,146,5,7,B_境界候補
950421,021042,33.877515988,134.05819687,33.934564006,134.21116408,15.476565157497232,52.9024,52.9024,17.0136,23,122,7,B_境界候補
960772,021068,32.945584656,129.9896912,32.768303252,129.95895183,19.920802106141753,52.60595,52.60595,17.94075,14,66,7,B_境界候補
021015,111187,35.506934864,133.49514155,35.434935772,133.33893646,16.254063868648174,52.503600000000006,52.503600000000006,21.5182,3,50,7,B_境界候補
950209,020941,37.261070179,139.87145049,37.326208531,139.68636891,17.902932652934645,50.483000000000004,50.483000000000004,16.974,11,131,7,B_境界候補
950206,950207,37.302796895,139.36436763,37.281487378,139.50379011,12.559121290480261,49.24594999999999,49.24594999999999,17.15895,15,15,7,B_境界候補
99R004,950270,36.460098024,137.96385944,36.322371306,137.90282291,16.259855498534527,49.2458,49.2458,23.5918,11,23,7,B_境界候補
031125,021058,32.86948362,132.98216935,32.961068813,132.8314627,17.366977233421466,49.073600000000006,49.073600000000006,20.636200000000002,11,55,7,B_境界候補
051141,021058,33.103913131,132.96168705,32.961068813,132.8314627,19.991500931875354,48.8977,48.8977,20.460299999999997,25,55,7,B_境界候補
020852,950105,44.743240468,142.03871694,44.728494425,142.26524838,17.96830193275749,48.5155,48.5155,22.1118,18,92,7,B_境界候補
950489,960722,31.617371944,130.83607286,31.49614881,130.69940896,18.691548821104767,48.49550000000001,48.49550000000001,20.322000000000003,12,11,7,B_境界候補
020910,940029,39.235354325,141.31172255,39.110604694,141.20397037,16.69420708442197,47.870099999999994,47.870099999999994,22.3158,74,19,7,B_境界候補
93049,960620,34.916114575,138.92482495,34.855033177,138.77652401,15.136326493036607,47.7475,47.7475,20.299,14,21,7,B_境界候補
950269,020957,36.346014224,138.63780498,36.200266292,138.70299238,17.227832445518352,46.29795,46.29795,22.7835,12,18,7,B_境界候補
021009,970824,34.29292668,136.00264664,34.179951819,136.09699164,15.265274875964256,46.1659,46.1659,20.7229,48,23,7,B_境界候補
020991,950282,35.723487217,136.78462465,35.866940269,136.86318656,17.454181360801417,45.960350000000005,45.960350000000005,20.856450000000002,29,19,7,B_境界候補
950173,020913,38.815325283,140.99063335,38.93401117,140.83323457,18.969063553522528,45.465199999999996,45.465199999999996,22.0599,18,33,7,B_境界候補
95105,161217,35.040628419,139.17103599,35.149581889,139.11052537,13.30723582588771,45.429950000000005,45.429950000000005,21.328400000000002,7,11,7,B_境界候補
051145,020914,38.901913748,141.28325248,38.743199691,141.31792799,17.902031489374746,45.072649999999996,45.072649999999996,21.01245,44,10,7,B_境界候補
021013,950374,33.658344203,135.53384499,33.785488481,135.50839753,14.332355135385136,44.885,44.885,16.061,116,17,7,B_境界候補
051141,960684,33.103913131,132.96168705,33.21543286,133.12863664,19.8818217442556,44.7172,44.7172,20.460299999999997,25,79,7,B_境界候補
041129,940064,34.603333613,136.43194033,34.758997223,136.50229441,18.46581849255089,44.6774,44.6774,21.6503,13,83,7,B_境界候補
081170,960643,35.206648571,135.7748114,35.053135545,135.77330685,17.070418020654024,44.265100000000004,44.265100000000004,21.8022,11,15,7,B_境界候補
021084,02P122,32.316230394,131.58303381,32.428620282,131.6696035,14.90898097370173,44.2202,44.2202,21.459699999999998,19,6,7,B_境界候補
020917,131195,38.571798456,140.72777055,38.548635825,140.85022446,10.954361027934203,44.1151,44.1151,18.1019,107,21,7,B_境界候補
021000,071156,33.877001603,135.92830434,33.820425343,136.02434747,10.873994029721102,44.061350000000004,44.061350000000004,19.92245,14,26,7,B_境界候補
02S043,970820,34.876715807,138.01692895,34.849413101,138.17674712,14.89413729177163,43.703,43.703,19.3133,89,13,7,B_境界候補
181226,950416,33.992017428,134.45392983,34.059905903,134.56014158,12.360918564148303,43.6567,43.6567,18.823700000000002,17,14,7,B_境界候補
960704,960703,32.844998937,131.13214964,32.950649986,131.09342542,12.291607685414363,43.634,43.634,19.587699999999998,19,14,7,B_境界候補
940055,950257,36.231171447,136.17298181,36.14561819,136.27895189,13.45141880678618,43.411699999999996,43.411699999999996,16.376,188,14,7,B_境界候補
93035,950230,35.304900085,139.26269772,35.268600273,139.14241802,11.63948777176134,42.9106,42.9106,18.59495,10,17,7,B_境界候補
950420,960675,33.878930953,134.38910627,33.789531304,134.30146886,12.81956428427921,42.84505,42.84505,20.42025,9,15,7,B_境界候補
091176,950205,37.336691283,140.80848126,37.32546354,140.6621458,12.998497324346488,42.56535000000001,42.56535000000001,17.353450000000002,78,15,7,B_境界候補
93090,950295,34.941344667,137.81794259,35.031517708,137.98041834,17.87805925898444,42.560599999999994,42.560599999999994,20.8542,11,33,7,B_境界候補
960673,950416,34.171809837,134.60502845,34.059905903,134.56014158,13.111343070211813,42.529399999999995,42.529399999999995,17.696399999999997,20,14,7,B_境界候補
960704,960701,32.844998937,131.13214964,32.870736872,130.99621585,13.015556903672262,42.4968,42.4968,18.450499999999998,19,15,7,B_境界候補
111189,191228,33.870214744,133.77310308,33.869573115,133.97860223,18.97299002376137,42.2822,42.2822,21.1384,48,26,7,B_境界候補
